blockLot,fullAddress,neighborhood,councilDistrict,policeDistrict,noticeDate,Lat,Lon
0102 038,711 N CAREY ST,HARLEM PARK,9,WESTERN,6/22/10,39.29704494,-76.63830869
2808 001,3702 CLIFTON AVE,MOUNT HOLLY,7,SOUTHWESTERN,12/2/04,39.31103363,-76.67983362
1654 003,505 N PATTERSON PARK AVE,MCELDERRY PARK,13,SOUTHEASTERN,5/15/15,39.29679587,-76.58474307
3065 015,3402 ALTO ROAD,HANLON-LONGWOOD,7,NORTHWESTERN,11/7/14,39.31758037,-76.67491564
0007 076,1707 N PAYSON ST,EASTERWOOD,7,WESTERN,4/29/10,39.30803073,-76.64952505
1628 088,701 N STREEPER ST,MADISON-EASTEND,13,EASTERN,12/17/13,39.29937211,-76.57718933
3265 012,2004 BRYANT AVE,MONDAWMIN,7,WESTERN,11/17/14,39.31538529,-76.6513571
0050 071,1115 N MONROE ST,SANDTOWN-WINCHESTER,9,WESTERN,6/1/12,39.30153378,-76.64742413
4061 007,612 GUTMAN AVE,EAST BALTIMORE MIDWAY,12,EASTERN,7/17/14,39.3176819,-76.60687043
0066 004,1108 MOSHER ST,SANDTOWN-WINCHESTER,9,WESTERN,8/2/11,39.30045985,-76.636322
1549 036,1807 E BIDDLE ST,MIDDLE EAST,12,EASTERN,5/8/15,39.30418558,-76.59225588
5138A476,1103 E NORTHERN PKWY,GLEN OAKS,4,NORTHERN,9/10/15,39.36587409,-76.59760221
4063 019,2400 LOCH RAVEN ROAD,EAST BALTIMORE MIDWAY,12,EASTERN,11/14/14,39.3168286,-76.60872123
2324 032,2105 RUPP ST,EASTERWOOD,7,WESTERN,5/15/07,39.30691522,-76.651771
0124 062,1406 W FRANKLIN ST,HARLEM PARK,9,WESTERN,6/26/15,39.29428675,-76.64039907
3176A007,2912 KEYWORTH AVE,TOWANDA-GRANTLEY,6,NORTHWESTERN,3/27/15,39.33217006,-76.66467108
4138 033,2813 KENNEDY AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,9/5/14,39.32298368,-76.59363483
2449 006,1343 POPLAR GROVE ST,WINCHESTER,9,SOUTHWESTERN,12/6/13,39.30333268,-76.66513662
3210 116,1915 CLIFTON AVE,MONDAWMIN,7,WESTERN,5/1/15,39.31172907,-76.64876293
0101 015,728 N CAREY ST,HARLEM PARK,9,WESTERN,11/19/07,39.2977311,-76.63890957
0189 013,25 N BENTALOU ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,8/24/06,39.28869256,-76.65265491
2401A014,2727 W NORTH AVE,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,8/2/07,39.3089711,-76.66186513
4041A045,643 GUTMAN AVE,EAST BALTIMORE MIDWAY,12,EASTERN,3/13/06,39.31703332,-76.6066926
8298 007,4401 LIBERTY HEIGHTS AVE,HOWARD PARK,8,NORTHWESTERN,9/16/14,39.32975334,-76.69173735
5804 031,5009 HARFORD ROAD,WALTHERSON,3,NORTHEASTERN,5/1/15,39.34695285,-76.56507708
3085A039,2132 KOKO LANE,PANWAY/BRADDISH AVENUE,7,WESTERN,3/31/14,39.31221915,-76.66354678
0348 001,1600 DRUID HILL AVE,UPTON,11,CENTRAL,12/9/13,39.30429021,-76.63176455
1158 056,1100 E BIDDLE ST,OLIVER,12,EASTERN,5/12/10,39.30415502,-76.60281142
7531 026,2320 W PATAPSCO AVE,LAKELAND,10,SOUTHERN,4/28/15,39.25213877,-76.6486359
3236 031,3411 HOLMES AVE,PARKVIEW/WOODBROOK,7,WESTERN,5/5/08,39.31861975,-76.64943036
0452 073,818 EDMONDSON AVE,UPTON,11,CENTRAL,11/10/04,39.29633819,-76.63162741
4.01E+17,2204 AIKEN ST,EAST BALTIMORE MIDWAY,12,EASTERN,7/30/13,39.31550853,-76.59926009
0129 068,911 BENNETT PL,HARLEM PARK,9,WESTERN,10/15/07,39.2948406,-76.6325824
1457 037,1839 E LAFAYETTE AVE,BROADWAY EAST,12,EASTERN,9/10/08,39.31058179,-76.5917825
1395 023,116 S BROADWAY,WASHINGTON HILL,12,SOUTHEASTERN,7/30/14,39.28979369,-76.59435514
7095A149,4102 8TH ST,BROOKLYN,10,SOUTHERN,7/1/15,39.23083183,-76.60181475
2.48E+38,3034 HARLEM AVE,FRANKLINTOWN ROAD,9,SOUTHWESTERN,5/2/11,39.29597963,-76.66784524
4578 019,3537 W BELVEDERE AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,1/9/15,39.34666832,-76.67896861
7095A031,3829 BROOKLYN AVE,BROOKLYN,10,SOUTHERN,7/24/12,39.23308681,-76.60150746
0097 038,727 N FULTON AVE,HARLEM PARK,9,WESTERN,4/24/09,39.29712266,-76.6453505
0265 056,1312 MCHENRY ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,3/1/07,39.28471582,-76.63831099
0170 027,1145 W SARATOGA ST,POPPLETON,9,WESTERN,6/3/10,39.29216858,-76.6367721
2528K028,1202 N AUGUSTA AVE,EDMONDSON VILLAGE,8,SOUTHWESTERN,9/12/14,39.29988809,-76.6855759
2171 024,2547 W BALTIMORE ST,SHIPLEY HILL,9,SOUTHWESTERN,6/18/12,39.28749405,-76.65740338
3322 036,3819 REISTERSTOWN ROAD,PARK CIRCLE,6,NORTHWESTERN,12/2/10,39.33206588,-76.66232038
1109 035,1624 E LANVALE ST,OLIVER,12,EASTERN,7/11/07,39.3097497,-76.59573304
1517 097,2031 ELLSWORTH ST,BROADWAY EAST,13,EASTERN,7/31/07,39.305975,-76.5889852
2152 013C,40 S CALVERTON ROAD,SHIPLEY HILL,9,SOUTHWESTERN,4/23/13,39.28699432,-76.6526627
1477 036,1729 E FEDERAL ST,BROADWAY EAST,12,EASTERN,9/25/06,39.30839369,-76.59342257
4108 007,1539 HOMESTEAD ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,11/12/14,39.32156723,-76.59722907
1463 064,1719 N BRADFORD ST,BROADWAY EAST,13,EASTERN,2/28/08,39.31038794,-76.58494224
3349 007,2610 LOYOLA NORTHWAY,GREENSPRING,6,NORTHERN,6/4/09,39.33918548,-76.66297872
0308 021,2141 DIVISION ST,DRUID HEIGHTS,7,CENTRAL,7/21/05,39.30819223,-76.63796709
1122 045,1509 HOLBROOK ST,OLIVER,12,EASTERN,6/26/08,39.30739473,-76.60291872
6159 010,319 LONEYS LANE,ELLWOOD PARK/MONUMENT,13,SOUTHEASTERN,6/29/10,39.29619757,-76.57241359
1099B015,1306 E LAFAYETTE AVE,OLIVER,12,EASTERN,10/3/13,39.31061857,-76.6006385
1118 003,1605 N BOND ST,OLIVER,12,EASTERN,10/2/07,39.3086617,-76.59659511
1854 076,721 S PORT ST,CANTON,1,SOUTHEASTERN,9/27/13,39.28330941,-76.58182042
6311 040,3810 BANK ST,HIGHLANDTOWN,2,SOUTHEASTERN,7/26/15,39.28789177,-76.56497573
3177A010,2918 SPRINGHILL AVE,PARK CIRCLE,6,NORTHWESTERN,8/19/10,39.33083509,-76.66417189
0002 019,1909 W NORTH AVE,EASTERWOOD,7,WESTERN,7/10/14,39.30952601,-76.64848892
2319 007,1612 MORELAND AVE,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,7/16/07,39.30665335,-76.65607935
0019 068A,1518 N MONROE ST,EASTERWOOD,7,WESTERN,2/11/15,39.30577194,-76.64819005
0145 016,330 N PULASKI ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,8/14/06,39.29254697,-76.6505571
4039 006,534 E 22ND ST,EAST BALTIMORE MIDWAY,12,EASTERN,9/19/08,39.31478094,-76.60847831
1604 026,2007 ASHLAND AVE,MIDDLE EAST,13,EASTERN,8/26/11,39.30050681,-76.58909013
1157 006,910 E BIDDLE ST,JOHNSTON SQUARE,12,EASTERN,9/17/14,39.30412335,-76.60461514
0308 036,2140 DRUID HILL AVE,DRUID HEIGHTS,7,CENTRAL,3/10/14,39.30883252,-76.63739315
1351 014,17 S GAY ST,DOWNTOWN,11,CENTRAL,6/28/13,39.28920864,-76.6085892
1590 079,918 N BRADFORD ST,MILTON-MONTFORD,13,EASTERN,10/27/11,39.30151097,-76.58474944
1537 057,1211 N MONTFORD AVE,BROADWAY EAST,13,EASTERN,12/26/08,39.3050141,-76.58385004
1709 025,149 N MILTON AVE,PATTERSON PARK NEIGHBORHOOD,1,SOUTHEASTERN,3/25/15,39.29415497,-76.58173929
1450 011,1821 N CHESTER ST,BROADWAY EAST,12,EASTERN,9/18/07,39.31143436,-76.58838722
4621 009,4716 PARK HEIGHTS AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,9/4/15,39.34435012,-76.67101334
1265B001,400 E SARATOGA ST,DOWNTOWN,11,CENTRAL,9/14/15,39.29275817,-76.6099671
3229 028,2311 AVALON AVE,PARKVIEW/WOODBROOK,7,WESTERN,1/3/08,39.31517406,-76.64504175
5346 015A,2802 MONTEBELLO TERR,LAURAVILLE,3,NORTHEASTERN,12/5/14,39.34267451,-76.57604729
0097 010,722 N MOUNT ST,HARLEM PARK,9,WESTERN,4/10/15,39.29722013,-76.64454028
4163A050,1699 DARLEY AVE,DARLEY PARK,12,EASTERN,4/24/15,39.3145313,-76.59391787
0001 037,1807 N PULASKI ST,EASTERWOOD,7,WESTERN,9/25/14,39.30891012,-76.65100261
4010I005,1108 BONAPARTE AVE,EAST BALTIMORE MIDWAY,12,EASTERN,9/11/12,39.31585606,-76.60032609
2174A022,2410 FREDERICK AVE,SHIPLEY HILL,9,SOUTHWESTERN,10/11/13,39.28421574,-76.65504673
1454 066,1814 N PORT ST,BROADWAY EAST,13,EASTERN,8/30/12,39.31167608,-76.584005
3169 017,2904 HILLDALE AVE,PARK CIRCLE,6,NORTHWESTERN,10/29/13,39.32726855,-76.66075605
2385 017,2832 W LANVALE ST,MOSHER,9,WESTERN,2/14/11,39.29746784,-76.66368303
2110 018,2523 ASHTON ST,MILLHILL,9,SOUTHWESTERN,8/7/13,39.28008547,-76.65555509
0294 047,1721 N CAREY ST,PENN NORTH,7,WESTERN,1/10/14,39.30925397,-76.64294672
4595 010,3716 OAKMONT AVE,LANGSTON HUGHES,6,NORTHWESTERN,2/8/06,39.34271385,-76.67774132
0850 012,901 WASHINGTON BLVD,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,11/21/14,39.28268639,-76.63119964
1625 073,710 N ROSE ST,MILTON-MONTFORD,13,EASTERN,8/24/07,39.29936205,-76.58180813
3177A004,2906 SPRINGHILL AVE,PARK CIRCLE,6,NORTHWESTERN,4/9/08,39.33101909,-76.6637703
7646 029,2504 TERRA FIRMA ROAD,CHERRY HILL,10,SOUTHERN,11/18/13,39.2509977,-76.62483747
4120 060,1620 HOMESTEAD ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,6/19/12,39.32110319,-76.5955015
3011 006,2001 N DUKELAND ST,WALBROOK,7,SOUTHWESTERN,1/16/15,39.31039576,-76.66360282
0113 040,619 N CAREY ST,HARLEM PARK,9,WESTERN,7/10/14,39.29600613,-76.63824433
5165 049,747 MCCABE AVE,WINSTON-GOVANS,4,NORTHERN,4/15/14,39.35195613,-76.60519582
4129 039,1631 CARSWELL ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,11/14/14,39.32176428,-76.59448437
5913 002,3601 BELAIR ROAD,BELAIR-EDISON,13,NORTHEASTERN,6/19/12,39.32420921,-76.56980457
7184A002,1642 CEDDOX ST,CURTIS BAY,10,SOUTHERN,11/19/09,39.22145312,-76.58670283
0699 064,1912 CHRISTIAN ST,CARROLLTON RIDGE,9,SOUTHERN,9/20/13,39.28268874,-76.64728689
1138 033,1629 E OLIVER ST,OLIVER,12,EASTERN,2/5/15,39.30725713,-76.59552913
4029 017,2327 SHERWOOD AVE,EAST BALTIMORE MIDWAY,12,EASTERN,4/13/11,39.31587323,-76.59722894
1534 011,2120 E BIDDLE ST,BROADWAY EAST,13,EASTERN,6/24/11,39.30475648,-76.58757875
3205 001,1900 N PULASKI ST,MONDAWMIN,7,WESTERN,8/17/11,39.31007772,-76.65156767
2718 035,4008 BELLE AVE,DORCHESTER,6,NORTHWESTERN,6/14/12,39.33355487,-76.68455284
0006 021,2001 WESTWOOD AVE,EASTERWOOD,7,WESTERN,10/20/05,39.30848512,-76.6502872
0291 011,1821 RAMSAY ST,CARROLLTON RIDGE,9,SOUTHERN,6/24/08,39.28300206,-76.64545789
3416 055,2311 DRUID HILL AVE,PENN NORTH,7,WESTERN,9/19/14,39.31085174,-76.63840596
7200 081,1420 ELMTREE ST,CURTIS BAY,10,SOUTHERN,4/14/15,39.22462522,-76.59028888
0280 071,1419 MCHENRY ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,6/29/99,39.28430873,-76.64011851
0168 032,228 N CAREY ST,FRANKLIN SQUARE,9,WESTERN,10/29/07,39.29187783,-76.63861585
3416 028,2364 MCCULLOH ST,PENN NORTH,7,WESTERN,4/16/08,39.31181321,-76.63876401
0002 031,1935 W NORTH AVE,EASTERWOOD,7,WESTERN,4/28/15,39.30948513,-76.64928983
1286 002,425 OLDTOWN MALL,OLDTOWN,12,EASTERN,10/21/08,39.29494893,-76.60543162
0273 088,2021 WILHELM ST,CARROLLTON RIDGE,9,SOUTHERN,5/27/11,39.28344319,-76.64925777
0393 052,1309 MYRTLE AVE,UPTON,11,CENTRAL,2/24/06,39.29928977,-76.63245166
2504 021,740 LINNARD ST,EDGEWOOD,8,SOUTHWESTERN,6/19/14,39.29622613,-76.67579661
3904 044,551 E 38TH ST,WAVERLY,4,NORTHERN,11/14/08,39.33514923,-76.60806561
2178 045,2630 MAEMPEL LANE,SHIPLEY HILL,9,SOUTHWESTERN,5/24/13,39.28253904,-76.65846976
1568 024,2023 E CHASE ST,MIDDLE EAST,13,EASTERN,11/3/11,39.30322999,-76.58911711
5974 016,5103 FRANKFORD AVE,FRANKFORD,2,NORTHEASTERN,5/21/15,39.32722736,-76.54164007
0242 067,106 S MONROE ST,CARROLLTON RIDGE,9,SOUTHERN,8/9/10,39.28594411,-76.64702203
4615 012,4905 CHALGROVE AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,11/18/08,39.34886827,-76.66976352
2213A033,2708 LAURETTA AVE,ROSEMONT HOMEOWNERS/TENANTS,9,WESTERN,6/26/07,39.2939947,-76.6617314
1466 089,1620 N REGESTER ST,BROADWAY EAST,12,EASTERN,11/23/11,39.3092269,-76.59420386
0274 075,1906 WILHELM ST,CARROLLTON RIDGE,9,SOUTHERN,2/25/08,39.28380313,-76.64728947
0071 074,900 N MONROE ST,MIDTOWN-EDMONDSON,9,WESTERN,3/21/14,39.29908715,-76.64779728
1504 032D,2426 E HOFFMAN ST,BROADWAY EAST,13,EASTERN,7/26/06,39.30704578,-76.58343711
0065 064,1210 SMITHSON ST,SANDTOWN-WINCHESTER,9,WESTERN,9/4/08,39.30068627,-76.63832505
1686 008,2041 ORLEANS ST,CARE,13,SOUTHEASTERN,2/13/13,39.29519203,-76.58802066
1547 035,1110 MCDONOGH ST,MIDDLE EAST,12,EASTERN,4/2/15,39.30372638,-76.59379042
0275 007,312 S FULTON AVE,CARROLLTON RIDGE,9,SOUTHERN,7/7/08,39.28397225,-76.64520155
2470 044,2908 W LAFAYETTE AVE,FRANKLINTOWN ROAD,9,SOUTHWESTERN,4/29/11,39.29817409,-76.66639512
3205 011,2105 WALBROOK AVE,MONDAWMIN,7,WESTERN,12/13/13,39.31055689,-76.65160251
0281 043,323 S CALHOUN ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,3/21/94,39.28401202,-76.63904766
1539 013,2608 E BIDDLE ST,BEREA,13,EASTERN,1/7/09,39.30501117,-76.5808336
0095 078,705 APPLETON ST,MIDTOWN-EDMONDSON,9,WESTERN,6/6/14,39.29679697,-76.64804372
0206 069,2026 BOOTH ST,BOYD-BOOTH,9,SOUTHWESTERN,5/16/14,39.28760543,-76.64950304
0264 009,203 S STRICKER ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,3/2/07,39.28530779,-76.64054426
1476A001,2504 E FEDERAL ST,BEREA,13,EASTERN,3/19/08,39.30922942,-76.58221215
1536 026,1200 N MONTFORD AVE,BROADWAY EAST,13,EASTERN,3/25/10,39.30501926,-76.58434646
3406 051,2565 PENNSYLVANIA AVE,PENN NORTH,7,WESTERN,8/26/15,39.31121289,-76.64309353
0031 050,1313 N MONROE ST,SANDTOWN-WINCHESTER,7,WESTERN,9/21/12,39.3036762,-76.647585
0242 048,1933 W LOMBARD ST,CARROLLTON RIDGE,9,SOUTHERN,11/3/05,39.28592122,-76.647986
0049 008,1114 N MONROE ST,MIDTOWN-EDMONDSON,9,WESTERN,11/15/04,39.30126913,-76.64791395
0207 026,7 S PAYSON ST,BOYD-BOOTH,9,SOUTHWESTERN,10/23/06,39.28757909,-76.64837954
1109 087,1722 N BETHEL ST,OLIVER,12,EASTERN,8/17/10,39.31023392,-76.59622786
1513 036,1734 E PRESTON ST,BROADWAY EAST,12,EASTERN,8/30/12,39.30559694,-76.59327628
7118 023,901 STOLL ST,BROOKLYN,10,SOUTHERN,3/24/09,39.23044263,-76.59986377
1549 011,1824 E CHASE ST,MIDDLE EAST,12,EASTERN,1/7/09,39.30351848,-76.59181095
3327C024,3423 PARK HEIGHTS AVE,PARK CIRCLE,6,NORTHWESTERN,10/1/10,39.32686332,-76.65719983
0114 030,613 N CARROLLTON AVE,HARLEM PARK,9,WESTERN,9/13/12,39.29592459,-76.63679181
1688 018,2209 ORLEANS ST,CARE,13,SOUTHEASTERN,9/25/14,39.29527925,-76.58605775
1568 027,2029 E CHASE ST,MIDDLE EAST,13,EASTERN,12/28/07,39.30328337,-76.58885842
1549 008,1830 E CHASE ST,MIDDLE EAST,12,EASTERN,2/11/15,39.30352395,-76.59167127
3404 060,2605 PENNSYLVANIA AVE,PENN NORTH,7,WESTERN,3/30/06,39.31160675,-76.64396315
4017 023,2008 HOMEWOOD AVE,EAST BALTIMORE MIDWAY,12,EASTERN,1/17/13,39.31315747,-76.60756382
0071 095,902 APPLETON ST,MIDTOWN-EDMONDSON,9,WESTERN,3/21/14,39.29909446,-76.64865009
0021 070,1720 PRESSTMAN ST,SANDTOWN-WINCHESTER,7,WESTERN,1/5/11,39.30552849,-76.64534925
8279 037,3619 N ROGERS AVE,HOWARD PARK,5,NORTHWESTERN,6/2/09,39.3354554,-76.70337588
0066 046,1008 N ARLINGTON AVE,SANDTOWN-WINCHESTER,9,WESTERN,2/14/08,39.30079722,-76.63629036
0702 009,2102 EAGLE ST,CARROLLTON RIDGE,9,SOUTHWESTERN,6/5/13,39.28057829,-76.64929118
5559 065,3200 E NORTHERN PKWY,NORTH HARFORD ROAD,3,NORTHEASTERN,3/27/13,39.36159801,-76.54620881
1644 049,632 N STREEPER ST,MCELDERRY PARK,13,SOUTHEASTERN,12/9/14,39.29859847,-76.57750903
0292 005,1708 WILKENS AVE,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,12/24/13,39.28303499,-76.6444182
1473 007,1613 N PATTERSON PARK AVE,BROADWAY EAST,13,EASTERN,12/31/08,39.30922561,-76.58552609
1568 085,1034 N CASTLE ST,MIDDLE EAST,13,EASTERN,7/31/15,39.30299047,-76.58922286
4164 007,1412 DARLEY AVE,DARLEY PARK,14,EASTERN,4/9/14,39.31516165,-76.59644483
1473 061,1633 N BRADFORD ST,BROADWAY EAST,13,EASTERN,7/16/07,39.30980254,-76.58491087
8017 011,520 OVERDALE ROAD,TEN HILLS,8,SOUTHWESTERN,3/29/12,39.28989,-76.70026178
4039 023,531 E 23RD ST,EAST BALTIMORE MIDWAY,12,EASTERN,3/13/06,39.31525871,-76.60861182
3941 004,1907 E 31ST ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,1/16/15,39.3260666,-76.5889141
2275D018,113 N CULVER ST,SAINT JOSEPHS,8,SOUTHWESTERN,3/3/14,39.28793928,-76.67502303
0066 044,1012 N ARLINGTON AVE,SANDTOWN-WINCHESTER,9,WESTERN,4/8/14,39.30089294,-76.63629173
4021C039,723 BARTLETT AVE,EAST BALTIMORE MIDWAY,12,EASTERN,10/31/08,39.31571964,-76.60606081
0204 077,2207 BOOTH ST,BOYD-BOOTH,9,SOUTHWESTERN,3/9/09,39.28731143,-76.65196825
3652 093,2803 MILES AVE,REMINGTON,12,NORTHERN,4/24/15,39.32052997,-76.62329835
0192 065,23 N PAYSON ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,6/30/06,39.28907109,-76.64848091
3345 068,4027 PARK HEIGHTS AVE,CENTRAL PARK HEIGHTS,6,NORTHERN,5/26/06,39.33560065,-76.66299901
5921 043,3443 KENYON AVE,BELAIR-EDISON,13,NORTHEASTERN,6/26/15,39.3214601,-76.56430009
1479 072,1522 N CHAPEL ST,BROADWAY EAST,12,EASTERN,11/25/09,39.30831002,-76.59099753
0338 017,1732 DIVISION ST,UPTON,11,CENTRAL,9/13/11,39.30468355,-76.63433799
2748D023,4405 WAKEFIELD ROAD,WEST FOREST PARK,8,NORTHWESTERN,6/12/15,39.32018315,-76.68967563
1608 029,2409 ASHLAND AVE,MILTON-MONTFORD,13,EASTERN,8/9/07,39.30074411,-76.58322194
0092 007,820 N FREMONT AVE,HARLEM PARK,9,WESTERN,1/23/06,39.29874612,-76.63455354
3303 010,2628 W COLD SPRING LANE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,7/16/13,39.33998484,-76.66611354
6732 006,1101 BETHLEHEM AVE,GRACELAND PARK,1,SOUTHEASTERN,7/23/13,39.28176107,-76.532572
4151 028,2854 KENTUCKY AVE,BELAIR-EDISON,13,NORTHEASTERN,9/11/15,39.32450066,-76.57145481
4006 055,1915 SAPP ST,EAST BALTIMORE MIDWAY,12,EASTERN,12/16/13,39.3124588,-76.60216483
3301 120E,3328 SAINT AMBROSE AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,11/7/14,39.34175738,-76.67100463
0190 027,19 N SMALLWOOD ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,5/10/11,39.28875064,-76.65125976
4171 017,2232 E NORTH AVE,SOUTH CLIFTON PARK,12,EASTERN,9/22/10,39.31274853,-76.58651355
3307B004,4307 PARK HEIGHTS AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,7/3/07,39.33875812,-76.66529221
2402 041,1732 ASHBURTON ST,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,1/23/15,39.30807226,-76.66248123
0055B016,1130 N CAREY ST,SANDTOWN-WINCHESTER,9,WESTERN,4/1/15,39.30184423,-76.63912426
1477 051,1508 RUTLAND AVE,BROADWAY EAST,12,EASTERN,9/5/14,39.30801526,-76.59303265
3453 001J,2427 CALLOW AVE,RESERVOIR HILL,7,CENTRAL,1/30/15,39.31544758,-76.63111945
3539 013,3629 HICKORY AVE,HAMPDEN,7,NORTHERN,3/27/13,39.33220134,-76.63371542
0699 072,1928 CHRISTIAN ST,CARROLLTON RIDGE,9,SOUTHERN,3/13/15,39.28258441,-76.64760094
8303A008,4409 MAINE AVE,HOWARD PARK,8,NORTHWESTERN,7/24/15,39.32901385,-76.69355451
4609 031,4801 REISTERSTOWN ROAD,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,1/24/08,39.34179087,-76.67567146
4595 018C,4805 CORDELIA AVE,LANGSTON HUGHES,6,NORTHWESTERN,11/8/05,39.34273632,-76.6780949
1570 053,2214 PRENTISS PL,MIDDLE EAST,13,EASTERN,5/25/07,39.30311489,-76.58647893
0175 036,2132 VINE ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,2/26/08,39.29002693,-76.65100731
0073 031,916 N MOUNT ST,SANDTOWN-WINCHESTER,9,WESTERN,8/8/11,39.29951689,-76.64465488
1516 020,1338 N WASHINGTON ST,BROADWAY EAST,13,EASTERN,7/31/15,39.30627136,-76.59030698
0129 078,931 BENNETT PL,HARLEM PARK,9,WESTERN,12/22/14,39.29481518,-76.63307649
1277 021,542 OLDTOWN MALL,OLDTOWN,12,EASTERN,6/19/14,39.29702628,-76.60329251
1102 012,1819 N BOND ST,OLIVER,12,EASTERN,6/23/06,39.31108798,-76.59673037
1463 042,1724 N MONTFORD AVE,BROADWAY EAST,13,EASTERN,5/22/08,39.31054005,-76.58468898
3211 018,2034 WALBROOK AVE,MONDAWMIN,7,WESTERN,9/25/07,39.31096218,-76.65097491
0260 085,1817 DOVER ST,CARROLLTON RIDGE,9,SOUTHERN,7/28/14,39.28462722,-76.64569898
3875 024,302 E 31ST ST,ABELL,14,NORTHERN,1/13/14,39.32625365,-76.61278999
1463 004,1707 N PATTERSON PARK AVE,BROADWAY EAST,13,EASTERN,1/18/08,39.31019288,-76.58555652
3420 001,2525 MADISON AVE,RESERVOIR HILL,7,CENTRAL,4/6/15,39.31444732,-76.6391232
1607 010,819 N PATTERSON PARK AVE,MILTON-MONTFORD,13,EASTERN,4/30/07,39.30025467,-76.58496784
2107A002,2717 WILKENS AVE,MILLHILL,9,SOUTHWESTERN,3/19/15,39.27765143,-76.65902088
0015 007,1613 N FULTON AVE,SANDTOWN-WINCHESTER,7,WESTERN,7/19/13,39.30702201,-76.64594054
2378 022,2717 W LAFAYETTE AVE,MOSHER,9,WESTERN,5/5/09,39.29798877,-76.66195189
1122 046,1507 HOLBROOK ST,OLIVER,12,EASTERN,6/18/09,39.30735936,-76.60291666
1779 039,410 S ROBINSON ST,HIGHLANDTOWN,1,SOUTHEASTERN,8/13/14,39.28713142,-76.57249334
3421 035,2503 MADISON AVE,RESERVOIR HILL,7,CENTRAL,6/26/15,39.31383667,-76.63852093
0697 051,2127 CHRISTIAN ST,CARROLLTON RIDGE,9,SOUTHWESTERN,9/3/08,39.28135726,-76.65030126
4812 003,3004 WYLIE AVE,PARKLANE,6,NORTHERN,4/22/09,39.34211514,-76.66545736
1568 095,1029 N CASTLE ST,MIDDLE EAST,13,EASTERN,12/1/11,39.30291531,-76.58877129
0178 028,107 N MONROE ST,FRANKLIN SQUARE,9,WESTERN,4/11/06,39.28990958,-76.64678058
2401B032,1715 ASHBURTON ST,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,5/22/15,39.30774018,-76.66186401
2252A034,58 S CULVER ST,SAINT JOSEPHS,8,SOUTHWESTERN,11/15/05,39.28535155,-76.67848797
0341 010,419 LAURENS ST,MADISON PARK,11,CENTRAL,3/24/08,39.30658812,-76.63212382
6330 024,400 OLDHAM ST,GREEKTOWN,1,SOUTHEASTERN,8/7/15,39.28796643,-76.55610359
3301 112,3416 SAINT AMBROSE AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,7/10/12,39.34110217,-76.67137339
1558 012H,2717 E BIDDLE ST,BIDDLE STREET,13,EASTERN,8/3/12,39.30469277,-76.57927388
0260 049,1832 MCHENRY ST,CARROLLTON RIDGE,9,SOUTHERN,4/2/08,39.2844469,-76.64611923
1675 057,402 N KENWOOD AVE,MCELDERRY PARK,13,SOUTHEASTERN,4/30/14,39.29593384,-76.57809729
3327C023,3425 PARK HEIGHTS AVE,PARK CIRCLE,6,NORTHWESTERN,7/18/14,39.32692321,-76.65719216
0292 007,1712 WILKENS AVE,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,5/19/13,39.2830197,-76.64451296
0010 031,1701 N MOUNT ST,SANDTOWN-WINCHESTER,7,WESTERN,11/11/04,39.3082724,-76.64466803
1109 011,1725 N BOND ST,OLIVER,12,EASTERN,9/6/13,39.31008411,-76.59667121
3210 090,2011 N PAYSON ST,MONDAWMIN,7,WESTERN,8/14/09,39.31140982,-76.64976339
